PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Survived,Scoring,Rank of Scoring,Binary outcomes reversed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,0.826912817,-0.737281045,0.172359088,-0.474278822,-0.473407725,-0.489167454,0,0.010440573,404,1,0,276,128,214,0.50273224,0.374269006,0.000681729,,,,,,,,,,,,,,,,,,,,,,,,
383,0.826912817,-0.737281045,0.172359088,-0.474278822,-0.473407725,-0.488579852,0,0.010357127,405,1,0,277,128,214,0.504553734,0.374269006,0.000681729,,,,,,,,,,,,,,,,,,,,,,,,
580,0.826912817,-0.737281045,0.172359088,-0.474278822,-0.473407725,-0.488579852,1,0.010357127,406,0,1,277,129,213,0.504553734,0.377192982,0,,,,,,,,,,,,,,,,,,,,,,,,
637,0.826912817,-0.737281045,0.172359088,-0.474278822,-0.473407725,-0.488579852,0,0.010357127,407,1,0,278,129,213,0.506375228,0.377192982,0.000687055,,,,,,,,,,,,,,,,,,,,,,,,
430,0.826912817,-0.737281045,0.172359088,-0.474278822,-0.473407725,-0.486064428,1,0.009999907,408,0,1,278,130,212,0.506375228,0.380116959,0,,,,,,,,,,,,,,,,,,,,,,,,
817,0.826912817,1.354812621,-0.519811766,-0.474278822,-0.473407725,-0.488579852,0,0.009597423,409,1,0,279,130,212,0.508196721,0.380116959,0.000692381,,,,,,,,,,,,,,,,,,,,,,,,
770,0.826912817,-0.737281045,0.172359088,-0.474278822,-0.473407725,-0.479775871,0,0.009106859,410,1,0,280,130,212,0.510018215,0.380116959,0.000692381,,,,,,,,,,,,,,,,,,,,,,,,
475,0.826912817,1.354812621,-0.596719638,-0.474278822,-0.473407725,-0.450093878,0,0.00780697,411,1,0,281,130,212,0.511839709,0.380116959,0.000692381,,,,,,,,,,,,,,,,,,,,,,,,
235,-0.369157507,-0.737281045,-0.442903893,-0.474278822,-0.473407725,-0.436762135,0,0.007804243,412,1,0,282,130,212,0.513661202,0.380116959,0.000692381,,,,,,,,,,,,,,,,,,,,,,,,
720,0.826912817,-0.737281045,0.24926696,-0.474278822,-0.473407725,-0.491598359,0,0.007110786,413,1,0,283,130,212,0.515482696,0.380116959,0.000692381,,,,,,,,,,,,,,,,,,,,,,,,
203,0.826912817,-0.737281045,0.326174833,-0.474278822,-0.473407725,-0.517340194,0,0.007091423,414,1,0,284,130,212,0.517304189,0.380116959,0.000692381,,,,,,,,,,,,,,,,,,,,,,,,
131,0.826912817,-0.737281045,0.24926696,-0.474278822,-0.473407725,-0.489167454,0,0.006765569,415,1,0,285,130,212,0.519125683,0.380116959,0.000692381,,,,,,,,,,,,,,,,,,,,,,,,
882,0.826912817,-0.737281045,0.24926696,-0.474278822,-0.473407725,-0.489167454,0,0.006765569,416,1,0,286,130,212,0.520947177,0.380116959,0.000692381,,,,,,,,,,,,,,,,,,,,,,,,
883,0.826912817,1.354812621,-0.596719638,-0.474278822,-0.473407725,-0.436426074,0,0.005865983,417,1,0,287,130,212,0.52276867,0.380116959,0.000692381,,,,,,,,,,,,,,,,,,,,,,,,
844,0.826912817,-0.737281045,0.364628769,-0.474278822,-0.473407725,-0.518513387,0,0.005420528,418,1,0,288,130,212,0.524590164,0.380116959,0.000692381,,,,,,,,,,,,,,,,,,,,,,,,
378,-1.565227831,-0.737281045,-0.212180275,-0.474278822,2.007805702,3.608038268,0,0.005408399,419,1,0,289,130,212,0.526411658,0.380116959,0.000692381,,,,,,,,,,,,,,,,,,,,,,,,
267,0.826912817,-0.737281045,-1.058166874,3.153038179,0.767198989,0.150589167,0,0.005219092,420,1,0,290,130,212,0.528233151,0.380116959,0.000692381,,,,,,,,,,,,,,,,,,,,,,,,
126,0.826912817,-0.737281045,-1.365798364,0.432550428,-0.473407725,-0.42183662,1,0.005132703,421,0,1,290,131,211,0.528233151,0.383040936,0,,,,,,,,,,,,,,,,,,,,,,,,
104,0.826912817,-0.737281045,0.24926696,-0.474278822,-0.473407725,-0.473905879,0,0.004598248,422,1,0,291,131,211,0.530054645,0.383040936,0.000697707,,,,,,,,,,,,,,,,,,,,,,,,
286,0.826912817,-0.737281045,0.24926696,-0.474278822,-0.473407725,-0.473738855,0,0.004574528,423,1,0,292,131,211,0.531876138,0.383040936,0.000697707,,,,,,,,,,,,,,,,,,,,,,,,
659,-0.369157507,-0.737281045,-0.519811766,-0.474278822,-0.473407725,-0.386453672,0,0.004334858,424,1,0,293,131,211,0.533697632,0.383040936,0.000697707,,,,,,,,,,,,,,,,,,,,,,,,
734,-0.369157507,-0.737281045,-0.519811766,-0.474278822,-0.473407725,-0.386453672,0,0.004334858,425,1,0,294,131,211,0.535519126,0.383040936,0.000697707,,,,,,,,,,,,,,,,,,,,,,,,
735,-0.369157507,-0.737281045,-0.519811766,-0.474278822,-0.473407725,-0.386453672,0,0.004334858,426,1,0,295,131,211,0.537340619,0.383040936,0.000697707,,,,,,,,,,,,,,,,,,,,,,,,
294,0.826912817,1.354812621,-0.442903893,-0.474278822,-0.473407725,-0.46996572,0,0.003278996,427,1,0,296,131,211,0.539162113,0.383040936,0.000697707,,,,,,,,,,,,,,,,,,,,,,,,
247,0.826912817,1.354812621,-0.36599602,-0.474278822,-0.473407725,-0.491598359,0,0.002676079,428,1,0,297,131,211,0.540983607,0.383040936,0.000697707,,,,,,,,,,,,,,,,,,,,,,,,
462,0.826912817,-0.737281045,0.326174833,-0.474278822,-0.473407725,-0.486064428,0,0.0026499,429,1,0,298,131,211,0.5428051,0.383040936,0.000697707,,,,,,,,,,,,,,,,,,,,,,,,
759,0.826912817,-0.737281045,0.326174833,-0.474278822,-0.473407725,-0.486064428,0,0.0026499,430,1,0,299,131,211,0.544626594,0.383040936,0.000697707,,,,,,,,,,,,,,,,,,,,,,,,
753,0.826912817,-0.737281045,0.24926696,-0.474278822,-0.473407725,-0.45688552,0,0.002181158,431,1,0,300,131,211,0.546448087,0.383040936,0.000697707,,,,,,,,,,,,,,,,,,,,,,,,
364,0.826912817,-0.737281045,0.403082706,-0.474278822,-0.473407725,-0.506187814,0,0.001832651,432,1,0,301,131,211,0.548269581,0.383040936,0.000697707,,,,,,,,,,,,,,,,,,,,,,,,
591,0.826912817,-0.737281045,0.403082706,-0.474278822,-0.473407725,-0.50467856,0,0.00161832,433,1,0,302,131,211,0.550091075,0.383040936,0.000697707,,,,,,,,,,,,,,,,,,,,,,,,
208,0.826912817,-0.737281045,-0.289088148,-0.474278822,-0.473407725,-0.269989581,1,0.001364783,434,0,1,302,132,210,0.550091075,0.385964912,0,,,,,,,,,,,,,,,,,,,,,,,,
865,-0.369157507,-0.737281045,-0.442903893,-0.474278822,-0.473407725,-0.386453672,0,0.000659855,435,1,0,303,132,210,0.551912568,0.385964912,0.000703033,,,,,,,,,,,,,,,,,,,,,,,,
620,-0.369157507,-0.737281045,-0.289088148,-0.474278822,-0.473407725,-0.436762135,0,0.000454235,436,1,0,304,132,210,0.553734062,0.385964912,0.000703033,,,,,,,,,,,,,,,,,,,,,,,,
736,0.826912817,-0.737281045,-0.096818466,-0.474278822,-0.473407725,-0.324071178,0,-0.000142509,437,1,0,305,132,210,0.555555556,0.385964912,0.000703033,,,,,,,,,,,,,,,,,,,,,,,,
85,-0.369157507,1.354812621,-0.981259001,-0.474278822,-0.473407725,-0.436762135,1,-0.000305468,438,0,1,305,133,209,0.555555556,0.388888889,0,,,,,,,,,,,,,,,,,,,,,,,,
848,0.826912817,-0.737281045,0.403082706,-0.474278822,-0.473407725,-0.489167454,0,-0.000584438,439,1,0,306,133,209,0.557377049,0.388888889,0.000708359,,,,,,,,,,,,,,,,,,,,,,,,
496,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.35710774,0,-0.000963438,440,1,0,307,133,209,0.559198543,0.388888889,0.000708359,,,,,,,,,,,,,,,,,,,,,,,,
5,0.826912817,-0.737281045,0.403082706,-0.474278822,-0.473407725,-0.486064428,0,-0.001025104,441,1,0,308,133,209,0.561020036,0.388888889,0.000708359,,,,,,,,,,,,,,,,,,,,,,,,
615,0.826912817,-0.737281045,0.403082706,-0.474278822,-0.473407725,-0.486064428,0,-0.001025104,442,1,0,309,133,209,0.56284153,0.388888889,0.000708359,,,,,,,,,,,,,,,,,,,,,,,,
539,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.356268595,0,-0.001082607,443,1,0,310,133,209,0.564663024,0.388888889,0.000708359,,,,,,,,,,,,,,,,,,,,,,,,
761,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.356268595,0,-0.001082607,444,1,0,311,133,209,0.566484517,0.388888889,0.000708359,,,,,,,,,,,,,,,,,,,,,,,,
316,0.826912817,1.354812621,-0.289088148,-0.474278822,-0.473407725,-0.490004587,1,-0.001225259,445,0,1,311,134,208,0.566484517,0.391812865,0,,,,,,,,,,,,,,,,,,,,,,,,
722,0.826912817,-0.737281045,-0.981259001,0.432550428,-0.473407725,-0.506103295,0,-0.001275465,446,1,0,312,134,208,0.568306011,0.391812865,0.000713685,,,,,,,,,,,,,,,,,,,,,,,,
3,0.826912817,1.354812621,-0.289088148,-0.474278822,-0.473407725,-0.488579852,1,-0.001427588,447,0,1,312,135,207,0.568306011,0.394736842,0,,,,,,,,,,,,,,,,,,,,,,,,
136,-0.369157507,-0.737281045,-0.519811766,-0.474278822,-0.473407725,-0.345285251,0,-0.001511537,448,1,0,313,135,207,0.570127505,0.394736842,0.000719011,,,,,,,,,,,,,,,,,,,,,,,,
498,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.344194564,0,-0.00279726,449,1,0,314,135,207,0.571948998,0.394736842,0.000719011,,,,,,,,,,,,,,,,,,,,,,,,
135,-0.369157507,-0.737281045,-0.36599602,-0.474278822,-0.473407725,-0.386453672,0,-0.003015149,450,1,0,315,135,207,0.573770492,0.394736842,0.000719011,,,,,,,,,,,,,,,,,,,,,,,,
344,-0.369157507,-0.737281045,-0.36599602,-0.474278822,-0.473407725,-0.386453672,0,-0.003015149,451,1,0,316,135,207,0.575591985,0.394736842,0.000719011,,,,,,,,,,,,,,,,,,,,,,,,
667,-0.369157507,-0.737281045,-0.36599602,-0.474278822,-0.473407725,-0.386453672,0,-0.003015149,452,1,0,317,135,207,0.577413479,0.394736842,0.000719011,,,,,,,,,,,,,,,,,,,,,,,,
664,0.826912817,-0.737281045,0.479990578,-0.474278822,-0.473407725,-0.497216808,0,-0.00311634,453,1,0,318,135,207,0.579234973,0.394736842,0.000719011,,,,,,,,,,,,,,,,,,,,,,,,
372,0.826912817,-0.737281045,-0.904351128,0.432550428,-0.473407725,-0.517340194,0,-0.003354699,454,1,0,319,135,207,0.581056466,0.394736842,0.000719011,,,,,,,,,,,,,,,,,,,,,,,,
719,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.33614521,0,-0.003940362,455,1,0,320,135,207,0.58287796,0.394736842,0.000719011,,,,,,,,,,,,,,,,,,,,,,,,
190,0.826912817,-0.737281045,0.479990578,-0.474278822,-0.473407725,-0.489167454,0,-0.004259442,456,1,0,321,135,207,0.584699454,0.394736842,0.000719011,,,,,,,,,,,,,,,,,,,,,,,,
390,-0.369157507,1.354812621,-0.981259001,-0.474278822,-0.473407725,-0.406577057,1,-0.004592101,457,0,1,321,136,206,0.584699454,0.397660819,0,,,,,,,,,,,,,,,,,,,,,,,,
217,0.826912817,1.354812621,-0.212180275,-0.474278822,-0.473407725,-0.488579852,1,-0.005102591,458,0,1,321,137,205,0.584699454,0.400584795,0,,,,,,,,,,,,,,,,,,,,,,,,
884,-0.369157507,-0.737281045,-0.135272403,-0.474278822,-0.473407725,-0.436762135,0,-0.006895772,459,1,0,322,137,205,0.586520947,0.400584795,0.000729663,,,,,,,,,,,,,,,,,,,,,,,,
792,-0.369157507,-0.737281045,-1.058166874,-0.474278822,-0.473407725,-0.124849666,0,-0.007090934,460,1,0,323,137,205,0.588342441,0.400584795,0.000729663,,,,,,,,,,,,,,,,,,,,,,,,
101,0.826912817,1.354812621,-0.135272403,-0.474278822,-0.473407725,-0.489167454,0,-0.008694149,461,1,0,324,137,205,0.590163934,0.400584795,0.000729663,,,,,,,,,,,,,,,,,,,,,,,,
634,-1.565227831,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.648057678,0,-0.008833544,462,1,0,325,137,205,0.591985428,0.400584795,0.000729663,,,,,,,,,,,,,,,,,,,,,,,,
816,-1.565227831,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.648057678,0,-0.008833544,463,1,0,326,137,205,0.593806922,0.400584795,0.000729663,,,,,,,,,,,,,,,,,,,,,,,,
466,0.826912817,-0.737281045,0.633806323,-0.474278822,-0.473407725,-0.506187814,0,-0.00919236,464,1,0,327,137,205,0.595628415,0.400584795,0.000729663,,,,,,,,,,,,,,,,,,,,,,,,
222,-0.369157507,-0.737281045,-0.212180275,-0.474278822,-0.473407725,-0.386453672,0,-0.010365156,465,1,0,328,137,205,0.597449909,0.400584795,0.000729663,,,,,,,,,,,,,,,,,,,,,,,,
887,-0.369157507,-0.737281045,-0.212180275,-0.474278822,-0.473407725,-0.386453672,0,-0.010365156,466,1,0,329,137,205,0.599271403,0.400584795,0.000729663,,,,,,,,,,,,,,,,,,,,,,,,
243,-0.369157507,-0.737281045,-0.05836453,-0.474278822,-0.473407725,-0.436762135,0,-0.010570776,467,1,0,330,137,205,0.601092896,0.400584795,0.000729663,,,,,,,,,,,,,,,,,,,,,,,,
55,-1.565227831,-0.737281045,2.710318883,-0.474278822,0.767198989,0.599173631,0,-0.010763976,468,1,0,331,137,205,0.60291439,0.400584795,0.000729663,,,,,,,,,,,,,,,,,,,,,,,,
109,0.826912817,-0.737281045,0.633806323,-0.474278822,-0.473407725,-0.489167454,0,-0.011609449,469,1,0,332,137,205,0.604735883,0.400584795,0.000729663,,,,,,,,,,,,,,,,,,,,,,,,
472,0.826912817,-0.737281045,0.633806323,-0.474278822,-0.473407725,-0.473738855,0,-0.01380049,470,1,0,333,137,205,0.606557377,0.400584795,0.000729663,,,,,,,,,,,,,,,,,,,,,,,,
343,-0.369157507,-0.737281045,-0.135272403,-0.474278822,-0.473407725,-0.386453672,0,-0.01404016,471,1,0,334,137,205,0.608378871,0.400584795,0.000729663,,,,,,,,,,,,,,,,,,,,,,,,
125,-1.565227831,-0.737281045,1.864332285,-0.474278822,0.767198989,0.907228447,0,-0.014086309,472,1,0,335,137,205,0.610200364,0.400584795,0.000729663,,,,,,,,,,,,,,,,,,,,,,,,
20,0.826912817,1.354812621,0.018543343,-0.474278822,-0.473407725,-0.502666221,1,-0.014127174,473,0,1,335,138,204,0.610200364,0.403508772,0,,,,,,,,,,,,,,,,,,,,,,,,
368,0.826912817,1.354812621,0.018543343,-0.474278822,-0.473407725,-0.502581703,1,-0.014139177,474,0,1,335,139,203,0.610200364,0.406432749,0,,,,,,,,,,,,,,,,,,,,,,,,
220,-0.369157507,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.436762135,0,-0.01424578,475,1,0,336,139,203,0.612021858,0.406432749,0.000740315,,,,,,,,,,,,,,,,,,,,,,,,
665,0.826912817,-0.737281045,-0.750535383,0.432550428,-0.473407725,-0.488579852,1,-0.01478901,476,0,1,336,140,202,0.612021858,0.409356725,0,,,,,,,,,,,,,,,,,,,,,,,,
57,-0.369157507,1.354812621,-0.673627511,-0.474278822,-0.473407725,-0.436762135,1,-0.015005483,477,0,1,336,141,201,0.612021858,0.412280702,0,,,,,,,,,,,,,,,,,,,,,,,,
236,0.826912817,1.354812621,0.018543343,-0.474278822,-0.473407725,-0.496126121,0,-0.015055944,478,1,0,337,141,201,0.613843352,0.412280702,0.000750967,,,,,,,,,,,,,,,,,,,,,,,,
503,0.826912817,1.354812621,0.018543343,-0.474278822,-0.473407725,-0.494532349,0,-0.015282279,479,1,0,338,141,201,0.615664845,0.412280702,0.000750967,,,,,,,,,,,,,,,,,,,,,,,,
401,0.826912817,-0.737281045,0.710714196,-0.474278822,-0.473407725,-0.488579852,1,-0.015367899,480,0,1,338,142,200,0.615664845,0.415204678,0,,,,,,,,,,,,,,,,,,,,,,,,
529,0.826912817,-0.737281045,0.710714196,-0.474278822,-0.473407725,-0.488579852,0,-0.015367899,481,1,0,339,142,200,0.617486339,0.415204678,0.000756293,,,,,,,,,,,,,,,,,,,,,,,,
563,-0.369157507,-0.737281045,-0.135272403,-0.474278822,-0.473407725,-0.37639198,0,-0.015469038,482,1,0,340,142,200,0.619307832,0.415204678,0.000756293,,,,,,,,,,,,,,,,,,,,,,,,
698,0.826912817,1.354812621,0.018543343,-0.474278822,-0.473407725,-0.492437505,1,-0.015579771,483,0,1,340,143,199,0.619307832,0.418128655,0,,,,,,,,,,,,,,,,,,,,,,,,
728,0.826912817,1.354812621,0.018543343,-0.474278822,-0.473407725,-0.492352986,1,-0.015591774,484,0,1,340,144,198,0.619307832,0.421052632,0,,,,,,,,,,,,,,,,,,,,,,,,
33,0.826912817,1.354812621,0.018543343,-0.474278822,-0.473407725,-0.492101444,1,-0.015627495,485,0,1,340,145,197,0.619307832,0.423976608,0,,,,,,,,,,,,,,,,,,,,,,,,
48,0.826912817,1.354812621,0.018543343,-0.474278822,-0.473407725,-0.492101444,1,-0.015627495,486,0,1,340,146,196,0.619307832,0.426900585,0,,,,,,,,,,,,,,,,,,,,,,,,
199,0.826912817,1.354812621,0.018543343,-0.474278822,-0.473407725,-0.492101444,1,-0.015627495,487,0,1,340,147,195,0.619307832,0.429824561,0,,,,,,,,,,,,,,,,,,,,,,,,
265,0.826912817,1.354812621,0.018543343,-0.474278822,-0.473407725,-0.492101444,0,-0.015627495,488,1,0,341,147,195,0.621129326,0.429824561,0.000782923,,,,,,,,,,,,,,,,,,,,,,,,
275,0.826912817,1.354812621,0.018543343,-0.474278822,-0.473407725,-0.492101444,1,-0.015627495,489,0,1,341,148,194,0.621129326,0.432748538,0,,,,,,,,,,,,,,,,,,,,,,,,
301,0.826912817,1.354812621,0.018543343,-0.474278822,-0.473407725,-0.492101444,1,-0.015627495,490,0,1,341,149,193,0.621129326,0.435672515,0,,,,,,,,,,,,,,,,,,,,,,,,
369,0.826912817,1.354812621,0.018543343,-0.474278822,-0.473407725,-0.492101444,1,-0.015627495,491,0,1,341,150,192,0.621129326,0.438596491,0,,,,,,,,,,,,,,,,,,,,,,,,
574,0.826912817,1.354812621,0.018543343,-0.474278822,-0.473407725,-0.492101444,1,-0.015627495,492,0,1,341,151,191,0.621129326,0.441520468,0,,,,,,,,,,,,,,,,,,,,,,,,
83,0.826912817,1.354812621,0.018543343,-0.474278822,-0.473407725,-0.491346817,1,-0.015734661,493,0,1,341,152,190,0.621129326,0.444444444,0,,,,,,,,,,,,,,,,,,,,,,,,
654,0.826912817,1.354812621,0.018543343,-0.474278822,-0.473407725,-0.490507672,1,-0.01585383,494,0,1,341,153,189,0.621129326,0.447368421,0,,,,,,,,,,,,,,,,,,,,,,,,
29,0.826912817,1.354812621,0.018543343,-0.474278822,-0.473407725,-0.489501503,1,-0.015996717,495,0,1,341,154,188,0.621129326,0.450292398,0,,,,,,,,,,,,,,,,,,,,,,,,
359,0.826912817,1.354812621,0.018543343,-0.474278822,-0.473407725,-0.489501503,1,-0.015996717,496,0,1,341,155,187,0.621129326,0.453216374,0,,,,,,,,,,,,,,,,,,,,,,,,
360,0.826912817,1.354812621,0.018543343,-0.474278822,-0.473407725,-0.489501503,1,-0.015996717,497,0,1,341,156,186,0.621129326,0.456140351,0,,,,,,,,,,,,,,,,,,,,,,,,
416,0.826912817,1.354812621,0.018543343,-0.474278822,-0.473407725,-0.486064428,0,-0.016484822,498,1,0,342,156,186,0.62295082,0.456140351,0.000830857,,,,,,,,,,,,,,,,,,,,,,,,
565,0.826912817,1.354812621,0.018543343,-0.474278822,-0.473407725,-0.486064428,0,-0.016484822,499,1,0,343,156,186,0.624772313,0.456140351,0.000830857,,,,,,,,,,,,,,,,,,,,,,,,
509,0.826912817,-0.737281045,-0.135272403,-0.474278822,-0.473407725,-0.194778429,0,-0.016666085,500,1,0,344,156,186,0.626593807,0.456140351,0.000830857,,,,,,,,,,,,,,,,,,,,,,,,
681,0.826912817,1.354812621,0.018543343,-0.474278822,-0.473407725,-0.484303632,0,-0.016734876,501,1,0,345,156,186,0.628415301,0.456140351,0.000830857,,,,,,,,,,,,,,,,,,,,,,,,
662,0.826912817,-0.737281045,0.787622069,-0.474278822,-0.473407725,-0.502666221,0,-0.017042474,502,1,0,346,156,186,0.630236794,0.456140351,0.000830857,,,,,,,,,,,,,,,,,,,,,,,,
768,0.826912817,1.354812621,0.056997279,-0.474278822,-0.473407725,-0.492101444,0,-0.017464997,503,1,0,347,156,186,0.632058288,0.456140351,0.000830857,,,,,,,,,,,,,,,,,,,,,,,,
440,-0.369157507,-0.737281045,0.095451215,-0.474278822,-0.473407725,-0.436762135,0,-0.017920783,504,1,0,348,156,186,0.633879781,0.456140351,0.000830857,,,,,,,,,,,,,,,,,,,,,,,,
535,0.826912817,1.354812621,0.018543343,-0.474278822,-0.473407725,-0.473738855,0,-0.018235197,505,1,0,349,156,186,0.635701275,0.456140351,0.000830857,,,,,,,,,,,,,,,,,,,,,,,,
562,0.826912817,-0.737281045,0.787622069,-0.474278822,-0.473407725,-0.489167454,0,-0.018959457,506,1,0,350,156,186,0.637522769,0.456140351,0.000830857,,,,,,,,,,,,,,,,,,,,,,,,
397,0.826912817,1.354812621,0.095451215,-0.474278822,-0.473407725,-0.490004587,0,-0.019600277,507,1,0,351,156,186,0.639344262,0.456140351,0.000830857,,,,,,,,,,,,,,,,,,,,,,,,
1,0.826912817,-0.737281045,-0.596719638,0.432550428,-0.473407725,-0.502163137,0,-0.020210033,508,1,0,352,156,186,0.641165756,0.456140351,0.000830857,,,,,,,,,,,,,,,,,,,,,,,,
526,0.826912817,-0.737281045,0.826076005,-0.474278822,-0.473407725,-0.492101444,0,-0.020380298,509,1,0,353,156,186,0.64298725,0.456140351,0.000830857,,,,,,,,,,,,,,,,,,,,,,,,
762,0.826912817,-0.737281045,0.864529941,-0.474278822,-0.473407725,-0.50467856,0,-0.020431703,510,1,0,354,156,186,0.644808743,0.456140351,0.000830857,,,,,,,,,,,,,,,,,,,,,,,,
872,-1.565227831,1.354812621,1.325977177,0.432550428,0.767198989,0.409510726,1,-0.020760484,511,0,1,354,157,185,0.644808743,0.459064327,0,,,,,,,,,,,,,,,,,,,,,,,,
18,-0.369157507,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.386453672,1,-0.021390168,512,0,1,354,158,184,0.644808743,0.461988304,0,,,,,,,,,,,,,,,,,,,,,,,,
179,-0.369157507,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.386453672,0,-0.021390168,513,1,0,355,158,184,0.646630237,0.461988304,0.000841509,,,,,,,,,,,,,,,,,,,,,,,,
214,-0.369157507,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.386453672,0,-0.021390168,514,1,0,356,158,184,0.64845173,0.461988304,0.000841509,,,,,,,,,,,,,,,,,,,,,,,,
419,-0.369157507,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.386453672,0,-0.021390168,515,1,0,357,158,184,0.650273224,0.461988304,0.000841509,,,,,,,,,,,,,,,,,,,,,,,,
71,-0.369157507,-0.737281045,0.172359088,-0.474278822,-0.473407725,-0.436762135,0,-0.021595787,516,1,0,358,158,184,0.652094718,0.461988304,0.000841509,,,,,,,,,,,,,,,,,,,,,,,,
798,0.826912817,1.354812621,0.095451215,-0.474278822,-0.473407725,-0.473320289,1,-0.021969642,517,0,1,358,159,183,0.652094718,0.464912281,0,,,,,,,,,,,,,,,,,,,,,,,,
548,-0.369157507,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.369097253,1,-0.023854982,518,0,1,358,160,182,0.652094718,0.467836257,0,,,,,,,,,,,,,,,,,,,,,,,,
674,-0.369157507,-0.737281045,0.095451215,-0.474278822,-0.473407725,-0.386453672,1,-0.025065171,519,0,1,358,161,181,0.652094718,0.470760234,0,,,,,,,,,,,,,,,,,,,,,,,,
846,0.826912817,-0.737281045,0.941437814,-0.474278822,-0.473407725,-0.496126121,0,-0.025321252,520,1,0,359,161,181,0.653916211,0.470760234,0.000857487,,,,,,,,,,,,,,,,,,,,,,,,
700,0.826912817,-0.737281045,0.941437814,-0.474278822,-0.473407725,-0.494113782,0,-0.025607028,521,1,0,360,161,181,0.655737705,0.470760234,0.000857487,,,,,,,,,,,,,,,,,,,,,,,,
819,0.826912817,-0.737281045,1.018345686,-0.474278822,-0.473407725,-0.518261845,0,-0.025852725,522,1,0,361,161,181,0.657559199,0.470760234,0.000857487,,,,,,,,,,,,,,,,,,,,,,,,
182,-0.369157507,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.345200733,0,-0.027248566,523,1,0,362,161,181,0.659380692,0.470760234,0.000857487,,,,,,,,,,,,,,,,,,,,,,,,
350,0.826912817,-0.737281045,0.941437814,-0.474278822,-0.473407725,-0.473738855,0,-0.028500505,524,1,0,363,161,181,0.661202186,0.470760234,0.000857487,,,,,,,,,,,,,,,,,,,,,,,,
518,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.162077929,0,-0.028659945,525,1,0,364,161,181,0.663023679,0.470760234,0.000857487,,,,,,,,,,,,,,,,,,,,,,,,
80,0.826912817,1.354812621,0.018543343,-0.474278822,-0.473407725,-0.397018449,1,-0.029130389,526,0,1,364,162,180,0.663023679,0.473684211,0,,,,,,,,,,,,,,,,,,,,,,,,
598,0.826912817,-0.737281045,1.479792922,-0.474278822,-0.473407725,-0.648057678,0,-0.029470226,527,1,0,365,162,180,0.664845173,0.473684211,0.000862813,,,,,,,,,,,,,,,,,,,,,,,,
240,-0.369157507,-0.737281045,0.24926696,-0.474278822,-0.473407725,-0.401043126,0,-0.030343306,528,1,0,366,162,180,0.666666667,0.473684211,0.000862813,,,,,,,,,,,,,,,,,,,,,,,,
669,0.826912817,-0.737281045,1.018345686,-0.474278822,-0.473407725,-0.486064428,0,-0.030425134,529,1,0,367,162,180,0.66848816,0.473684211,0.000862813,,,,,,,,,,,,,,,,,,,,,,,,
474,-0.369157507,1.354812621,-0.519811766,-0.474278822,-0.473407725,-0.370521988,1,-0.031762363,530,0,1,367,163,179,0.66848816,0.476608187,0,,,,,,,,,,,,,,,,,,,,,,,,
813,-0.369157507,-0.737281045,0.403082706,-0.474278822,-0.473407725,-0.436762135,0,-0.032620798,531,1,0,368,163,179,0.670309654,0.476608187,0.000868139,,,,,,,,,,,,,,,,,,,,,,,,
268,0.826912817,-0.737281045,-0.36599602,0.432550428,-0.473407725,-0.491598359,1,-0.032735365,532,0,1,368,164,178,0.670309654,0.479532164,0,,,,,,,,,,,,,,,,,,,,,,,,
443,0.826912817,-0.737281045,-0.36599602,0.432550428,-0.473407725,-0.491598359,0,-0.032735365,533,1,0,369,164,178,0.672131148,0.479532164,0.000873465,,,,,,,,,,,,,,,,,,,,,,,,
200,-0.369157507,1.354812621,-0.442903893,-0.474278822,-0.473407725,-0.386453672,0,-0.033174882,534,1,0,370,164,178,0.673952641,0.479532164,0.000873465,,,,,,,,,,,,,,,,,,,,,,,,
346,-0.369157507,1.354812621,-0.442903893,-0.474278822,-0.473407725,-0.386453672,1,-0.033174882,535,0,1,370,165,177,0.673952641,0.48245614,0,,,,,,,,,,,,,,,,,,,,,,,,
415,0.826912817,-0.737281045,1.095253559,-0.474278822,-0.473407725,-0.488579852,1,-0.033742918,536,0,1,370,166,176,0.673952641,0.485380117,0,,,,,,,,,,,,,,,,,,,,,,,,
604,0.826912817,-0.737281045,1.095253559,-0.474278822,-0.473407725,-0.486064428,0,-0.034100137,537,1,0,371,166,176,0.675774135,0.485380117,0.000884117,,,,,,,,,,,,,,,,,,,,,,,,
